round	execution_index	model	split	order	seq	past	pass	l2_mismatch	max_abs	task_refs	waits	hash_l05	hash_l1	hash_l2
8	129	mha4	4	1	2048	3	1	0	0	199936	725244	60a59f48e9d11595	60a59f48e9d11595	60a59f48e9d11595
8	130	mha4	8	1	2048	3	1	0	0	209152	1256664	c53035d8aaabdd6a	c53035d8aaabdd6a	c53035d8aaabdd6a
8	131	mha4	16	1	2048	3	1	0	0	227584	2315408	4139e4e8e31932d4	4139e4e8e31932d4	4139e4e8e31932d4
8	132	gqa2	1	1	2048	512	1	0	0	70656	230532	1c4c7a8e3e7119a3	1c4c7a8e3e7119a3	1c4c7a8e3e7119a3
8	133	gqa2	2	1	2048	512	1	0	0	72704	240474	1171513bc9bb105f	1171513bc9bb105f	1171513bc9bb105f
8	134	gqa2	4	1	2048	512	1	0	0	74752	388638	219a13e8664957b5	219a13e8664957b5	219a13e8664957b5
8	135	gqa2	8	1	2048	512	1	0	0	78848	680384	18fa78adc120b7a8	18fa78adc120b7a8	18fa78adc120b7a8
8	136	gqa2	16	1	2048	512	1	0	0	87040	1249632	60a3dfcd946d267b	60a3dfcd946d267b	60a3dfcd946d267b
8	137	mha4	1	1	2048	512	1	0	0	190720	453920	461a46d5b7dd43f0	461a46d5b7dd43f0	461a46d5b7dd43f0
8	138	mha4	2	1	2048	512	1	0	0	195328	459012	aa59018cea157267	aa59018cea157267	aa59018cea157267
8	139	mha4	4	1	2048	512	1	0	0	199936	725244	9d8982ed4275c8f9	9d8982ed4275c8f9	9d8982ed4275c8f9
8	140	mha4	8	1	2048	512	1	0	0	209152	1256664	6b3c1c3286db85d7	6b3c1c3286db85d7	6b3c1c3286db85d7
8	141	mha4	16	1	2048	512	1	0	0	227584	2315408	935b7dc896bdeb49	935b7dc896bdeb49	935b7dc896bdeb49
8	142	gqa2	1	1	1	0	1	0	0	98	119	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
8	143	gqa2	2	1	1	0	1	0	0	226	257	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
8	144	gqa2	4	1	1	0	1	0	0	354	465	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
8	145	gqa2	8	1	1	0	1	0	0	610	881	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
8	146	gqa2	16	1	1	0	1	0	0	1122	1713	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
8	147	mha4	1	1	1	0	1	0	0	236	257	81489bf11a6ef144	81489bf11a6ef144	81489bf11a6ef144
8	148	mha4	2	1	1	0	1	0	0	524	565	81489bf11a6ef144	81489bf11a6ef144	81489bf11a6ef144
8	149	mha4	4	1	1	0	1	0	0	812	1013	81489bf11a6ef144	81489bf11a6ef144	81489bf11a6ef144
9	0	mha4	16	1	1	0	1	0	0	2540	3701	d15a07b011f46772	d15a07b011f46772	d15a07b011f46772
9	1	gqa2	1	1	1	3	1	0	0	98	119	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
9	2	gqa2	2	1	1	3	1	0	0	226	257	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
9	3	gqa2	4	1	1	3	1	0	0	354	465	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
9	4	gqa2	8	1	1	3	1	0	0	610	881	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
9	5	gqa2	16	1	1	3	1	0	0	1122	1713	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
9	6	mha4	1	1	1	3	1	0	0	236	257	d032851805c78718	d032851805c78718	d032851805c78718
9	7	mha4	2	1	1	3	1	0	0	524	565	cf48eed071ee02fd	cf48eed071ee02fd	cf48eed071ee02fd
9	8	mha4	4	1	1	3	1	0	0	812	1013	f25a26faffe0527b	f25a26faffe0527b	f25a26faffe0527b
9	9	mha4	8	1	1	3	1	0	0	1388	1909	f25a26faffe0527b	f25a26faffe0527b	f25a26faffe0527b
9	10	mha4	16	1	1	3	1	0	0	2540	3701	f25a26faffe0527b	f25a26faffe0527b	f25a26faffe0527b
9	11	gqa2	1	1	1	512	1	0	0	98	119	e3804e1c16ef73fc	e3804e1c16ef73fc	e3804e1c16ef73fc
9	12	gqa2	2	1	1	512	1	0	0	226	257	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
9	13	gqa2	4	1	1	512	1	0	0	354	465	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
9	14	gqa2	8	1	1	512	1	0	0	610	881	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
9	15	gqa2	16	1	1	512	1	0	0	1122	1713	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
9	16	mha4	1	1	1	512	1	0	0	236	257	945668ee633ad213	945668ee633ad213	945668ee633ad213
9	17	mha4	2	1	1	512	1	0	0	524	565	aad0f8a388c46dba	aad0f8a388c46dba	aad0f8a388c46dba
9	18	mha4	4	1	1	512	1	0	0	812	1013	aad0f8a388c46dba	aad0f8a388c46dba	aad0f8a388c46dba
9	19	mha4	8	1	1	512	1	0	0	1388	1909	aad0f8a388c46dba	aad0f8a388c46dba	aad0f8a388c46dba
9	20	mha4	16	1	1	512	1	0	0	2540	3701	209e56be7cf744a3	209e56be7cf744a3	209e56be7cf744a3
9	21	gqa2	1	1	4	0	1	0	0	200	500	1dd6f13109b55729	1dd6f13109b55729	1dd6f13109b55729
9	22	gqa2	2	1	4	0	1	0	0	328	638	31afc8ce97f5f040	31afc8ce97f5f040	31afc8ce97f5f040
9	23	gqa2	4	1	4	0	1	0	0	456	1038	4faedf01ecd53c82	4faedf01ecd53c82	4faedf01ecd53c82
9	24	gqa2	8	1	4	0	1	0	0	712	1838	8383bcce07f9cfe7	8383bcce07f9cfe7	8383bcce07f9cfe7
9	25	gqa2	16	1	4	0	1	0	0	1224	3438	541ba7feb0621546	541ba7feb0621546	541ba7feb0621546
9	26	mha4	1	1	4	0	1	0	0	512	1076	88b4c3331d5fa753	88b4c3331d5fa753	88b4c3331d5fa753
9	27	mha4	2	1	4	0	1	0	0	800	1384	d0975bc299de8b08	d0975bc299de8b08	d0975bc299de8b08
9	28	mha4	4	1	4	0	1	0	0	1088	2216	797b0304b8ac5fa2	797b0304b8ac5fa2	797b0304b8ac5fa2
9	29	mha4	8	1	4	0	1	0	0	1664	3880	614cbecfc0802cea	614cbecfc0802cea	614cbecfc0802cea
9	30	mha4	16	1	4	0	1	0	0	2816	7208	ea48a95096d5ceb6	ea48a95096d5ceb6	ea48a95096d5ceb6
9	31	gqa2	1	1	4	3	1	0	0	200	500	4c544373c0add101	4c544373c0add101	4c544373c0add101
9	32	gqa2	2	1	4	3	1	0	0	328	638	7115cc23cbbae9c8	7115cc23cbbae9c8	7115cc23cbbae9c8
9	33	gqa2	4	1	4	3	1	0	0	456	1038	50f243d42e025b16	50f243d42e025b16	50f243d42e025b16
9	34	gqa2	8	1	4	3	1	0	0	712	1838	50f243d42e025b16	50f243d42e025b16	50f243d42e025b16
9	35	gqa2	16	1	4	3	1	0	0	1224	3438	50f243d42e025b16	50f243d42e025b16	50f243d42e025b16
9	36	mha4	1	1	4	3	1	0	0	512	1076	9f91d43bd2f0b35f	9f91d43bd2f0b35f	9f91d43bd2f0b35f
9	37	mha4	2	1	4	3	1	0	0	800	1384	4a8110e1cfa2bcff	4a8110e1cfa2bcff	4a8110e1cfa2bcff
9	38	mha4	4	1	4	3	1	0	0	1088	2216	54d457de7bdd96d5	54d457de7bdd96d5	54d457de7bdd96d5
9	39	mha4	8	1	4	3	1	0	0	1664	3880	f3a0c86b868be25f	f3a0c86b868be25f	f3a0c86b868be25f
9	40	mha4	16	1	4	3	1	0	0	2816	7208	2534c408bc36998b	2534c408bc36998b	2534c408bc36998b
9	41	gqa2	1	1	4	512	1	0	0	200	500	d62a9f9aeb21651d	d62a9f9aeb21651d	d62a9f9aeb21651d
9	42	gqa2	2	1	4	512	1	0	0	328	638	8597c6eee9f25ac5	8597c6eee9f25ac5	8597c6eee9f25ac5
9	43	gqa2	4	1	4	512	1	0	0	456	1038	8597c6eee9f25ac5	8597c6eee9f25ac5	8597c6eee9f25ac5
9	44	gqa2	8	1	4	512	1	0	0	712	1838	8597c6eee9f25ac5	8597c6eee9f25ac5	8597c6eee9f25ac5
9	45	gqa2	16	1	4	512	1	0	0	1224	3438	b5e535d4fb302065	b5e535d4fb302065	b5e535d4fb302065
9	46	mha4	1	1	4	512	1	0	0	512	1076	24d954801baa8262	24d954801baa8262	24d954801baa8262
9	47	mha4	2	1	4	512	1	0	0	800	1384	ce3a3b0d25231c2e	ce3a3b0d25231c2e	ce3a3b0d25231c2e
9	48	mha4	4	1	4	512	1	0	0	1088	2216	a09acc9b630fa3dd	a09acc9b630fa3dd	a09acc9b630fa3dd
9	49	mha4	8	1	4	512	1	0	0	1664	3880	1d82e34aeeae7264	1d82e34aeeae7264	1d82e34aeeae7264
9	50	mha4	16	1	4	512	1	0	0	2816	7208	1d82e34aeeae7264	1d82e34aeeae7264	1d82e34aeeae7264
9	51	gqa2	1	1	128	0	1	0	0	4416	16292	9ea9695e933dc643	9ea9695e933dc643	9ea9695e933dc643
9	52	gqa2	2	1	128	0	1	0	0	4544	16406	6abbf8cda681e590	6abbf8cda681e590	6abbf8cda681e590
9	53	gqa2	4	1	128	0	1	0	0	4672	24678	c3f3a64a18223d67	c3f3a64a18223d67	c3f3a64a18223d67
9	54	gqa2	8	1	128	0	1	0	0	4928	41222	10569f835bb8b2f3	10569f835bb8b2f3	10569f835bb8b2f3
9	55	gqa2	16	1	128	0	1	0	0	5440	74310	231d0db21fd471ed	231d0db21fd471ed	231d0db21fd471ed
9	56	mha4	1	1	128	0	1	0	0	11920	33092	74ca67454e867370	74ca67454e867370	74ca67454e867370
9	57	mha4	2	1	128	0	1	0	0	12208	33352	de344e26127aea8b	de344e26127aea8b	de344e26127aea8b
9	58	mha4	4	1	128	0	1	0	0	12496	49928	16a6b3ba44f9dd14	16a6b3ba44f9dd14	16a6b3ba44f9dd14
9	59	mha4	8	1	128	0	1	0	0	13072	83080	f715e88257c602e6	f715e88257c602e6	f715e88257c602e6
9	60	mha4	16	1	128	0	1	0	0	14224	149384	c4ec4c3b3f85b44d	c4ec4c3b3f85b44d	c4ec4c3b3f85b44d
9	61	gqa2	1	1	128	3	1	0	0	4416	16292	03f67925c71ded7e	03f67925c71ded7e	03f67925c71ded7e
9	62	gqa2	2	1	128	3	1	0	0	4544	16406	309b9089cc848872	309b9089cc848872	309b9089cc848872
9	63	gqa2	4	1	128	3	1	0	0	4672	24678	cda7259d747e1935	cda7259d747e1935	cda7259d747e1935
9	64	gqa2	8	1	128	3	1	0	0	4928	41222	711481e3c9bc0ae0	711481e3c9bc0ae0	711481e3c9bc0ae0
9	65	gqa2	16	1	128	3	1	0	0	5440	74310	74c743e28d629292	74c743e28d629292	74c743e28d629292
9	66	mha4	1	1	128	3	1	0	0	11920	33092	64b3d2b8927afe03	64b3d2b8927afe03	64b3d2b8927afe03
9	67	mha4	2	1	128	3	1	0	0	12208	33352	848df4aeda106e2b	848df4aeda106e2b	848df4aeda106e2b
9	68	mha4	4	1	128	3	1	0	0	12496	49928	7c2bb67087675959	7c2bb67087675959	7c2bb67087675959
9	69	mha4	8	1	128	3	1	0	0	13072	83080	4e34d5f8e15a11ea	4e34d5f8e15a11ea	4e34d5f8e15a11ea
9	70	mha4	16	1	128	3	1	0	0	14224	149384	672e594d2493d82a	672e594d2493d82a	672e594d2493d82a
9	71	gqa2	1	1	128	512	1	0	0	4416	16292	fe2780aa73c5d8ae	fe2780aa73c5d8ae	fe2780aa73c5d8ae
9	72	gqa2	2	1	128	512	1	0	0	4544	16406	e3f0012519190000	e3f0012519190000	e3f0012519190000
9	73	gqa2	4	1	128	512	1	0	0	4672	24678	4a4b33bc4f972dae	4a4b33bc4f972dae	4a4b33bc4f972dae
9	74	gqa2	8	1	128	512	1	0	0	4928	41222	e33ab4fb3f68093a	e33ab4fb3f68093a	e33ab4fb3f68093a
9	75	gqa2	16	1	128	512	1	0	0	5440	74310	353feae12ba5a481	353feae12ba5a481	353feae12ba5a481
9	76	mha4	1	1	128	512	1	0	0	11920	33092	89cbf45d301cdce2	89cbf45d301cdce2	89cbf45d301cdce2
9	77	mha4	2	1	128	512	1	0	0	12208	33352	611b9b87e92c591a	611b9b87e92c591a	611b9b87e92c591a
9	78	mha4	4	1	128	512	1	0	0	12496	49928	17930b91043eff43	17930b91043eff43	17930b91043eff43
9	79	mha4	8	1	128	512	1	0	0	13072	83080	4d98c071172c42fb	4d98c071172c42fb	4d98c071172c42fb
9	80	mha4	16	1	128	512	1	0	0	14224	149384	34cb46c8bef2bd1b	34cb46c8bef2bd1b	34cb46c8bef2bd1b
9	81	gqa2	1	1	512	0	1	0	0	17664	59172	814c04bd7b721aa9	814c04bd7b721aa9	814c04bd7b721aa9
9	82	gqa2	2	1	512	0	1	0	0	18176	61266	fa41ca883ba8cf10	fa41ca883ba8cf10	fa41ca883ba8cf10
9	83	gqa2	4	1	512	0	1	0	0	18688	97546	7d7f2dfd0f792539	7d7f2dfd0f792539	7d7f2dfd0f792539
9	84	gqa2	8	1	512	0	1	0	0	19712	170106	048777b5e3922132	048777b5e3922132	048777b5e3922132
9	85	gqa2	16	1	512	0	1	0	0	21760	314710	8b8a3de9e7f35f9d	8b8a3de9e7f35f9d	8b8a3de9e7f35f9d
9	86	mha4	1	1	512	0	1	0	0	47680	117320	132a5222ec7bbed9	132a5222ec7bbed9	132a5222ec7bbed9
9	87	mha4	2	1	512	0	1	0	0	48832	118572	7d5d7f91af4802b0	7d5d7f91af4802b0	7d5d7f91af4802b0
9	88	mha4	4	1	512	0	1	0	0	49984	185132	7761a4bce849d088	7761a4bce849d088	7761a4bce849d088
9	89	mha4	8	1	512	0	1	0	0	52288	318252	15b0eece040daad8	15b0eece040daad8	15b0eece040daad8
9	90	mha4	16	1	512	0	1	0	0	56896	583460	ac72d1d16c429205	ac72d1d16c429205	ac72d1d16c429205
9	91	gqa2	1	1	512	3	1	0	0	17664	59172	f9aa0dc6cc31bd58	f9aa0dc6cc31bd58	f9aa0dc6cc31bd58
9	92	gqa2	2	1	512	3	1	0	0	18176	61266	70b1a37d95227b92	70b1a37d95227b92	70b1a37d95227b92
9	93	gqa2	4	1	512	3	1	0	0	18688	97546	ea7b992faeece865	ea7b992faeece865	ea7b992faeece865
9	94	gqa2	8	1	512	3	1	0	0	19712	170106	83095b6244881833	83095b6244881833	83095b6244881833
9	95	gqa2	16	1	512	3	1	0	0	21760	314710	007f2f1b8ee5593a	007f2f1b8ee5593a	007f2f1b8ee5593a
9	96	mha4	1	1	512	3	1	0	0	47680	117320	50087e460c46843b	50087e460c46843b	50087e460c46843b
9	97	mha4	2	1	512	3	1	0	0	48832	118572	b98fa1284afc671d	b98fa1284afc671d	b98fa1284afc671d
9	98	mha4	4	1	512	3	1	0	0	49984	185132	40c4d42503a4355c	40c4d42503a4355c	40c4d42503a4355c
9	99	mha4	8	1	512	3	1	0	0	52288	318252	8f0e67b032603869	8f0e67b032603869	8f0e67b032603869
9	100	mha4	16	1	512	3	1	0	0	56896	583460	5be3455e5f43a2c4	5be3455e5f43a2c4	5be3455e5f43a2c4
9	101	gqa2	1	1	512	512	1	0	0	17664	59172	db93e7cf9decc6ec	db93e7cf9decc6ec	db93e7cf9decc6ec
9	102	gqa2	2	1	512	512	1	0	0	18176	61266	0e0bead82358ef81	0e0bead82358ef81	0e0bead82358ef81
9	103	gqa2	4	1	512	512	1	0	0	18688	97546	d32764f6816ca390	d32764f6816ca390	d32764f6816ca390
9	104	gqa2	8	1	512	512	1	0	0	19712	170106	e573744b817a4823	e573744b817a4823	e573744b817a4823
9	105	gqa2	16	1	512	512	1	0	0	21760	314710	8c08c582eb212f45	8c08c582eb212f45	8c08c582eb212f45
9	106	mha4	1	1	512	512	1	0	0	47680	117320	27bddf58f5028e65	27bddf58f5028e65	27bddf58f5028e65
9	107	mha4	2	1	512	512	1	0	0	48832	118572	d2c5b14bfd83de99	d2c5b14bfd83de99	d2c5b14bfd83de99
9	108	mha4	4	1	512	512	1	0	0	49984	185132	a82e7e70ae410d71	a82e7e70ae410d71	a82e7e70ae410d71
9	109	mha4	8	1	512	512	1	0	0	52288	318252	e8d42a6e535521b9	e8d42a6e535521b9	e8d42a6e535521b9
9	110	mha4	16	1	512	512	1	0	0	56896	583460	07473899e474a270	07473899e474a270	07473899e474a270
9	111	gqa2	1	1	2048	0	1	0	0	70656	230532	5371763740b1fa55	5371763740b1fa55	5371763740b1fa55
9	112	gqa2	2	1	2048	0	1	0	0	72704	240474	0817ddb99624eab4	0817ddb99624eab4	0817ddb99624eab4
9	113	gqa2	4	1	2048	0	1	0	0	74752	388638	681a68aca94a872d	681a68aca94a872d	681a68aca94a872d
9	114	gqa2	8	1	2048	0	1	0	0	78848	680384	bd29427792de1181	bd29427792de1181	bd29427792de1181
9	115	gqa2	16	1	2048	0	1	0	0	87040	1249632	953ad7de4597474e	953ad7de4597474e	953ad7de4597474e
9	116	mha4	1	1	2048	0	1	0	0	190720	453920	f37a4f9044704176	f37a4f9044704176	f37a4f9044704176
9	117	mha4	2	1	2048	0	1	0	0	195328	459012	fcce8b8988e4f088	fcce8b8988e4f088	fcce8b8988e4f088
9	118	mha4	4	1	2048	0	1	0	0	199936	725244	75e38df45ef42e9e	75e38df45ef42e9e	75e38df45ef42e9e
9	119	mha4	8	1	2048	0	1	0	0	209152	1256664	60667eafa2bc00b4	60667eafa2bc00b4	60667eafa2bc00b4
9	120	mha4	16	1	2048	0	1	0	0	227584	2315408	c2339306c30ca8ea	c2339306c30ca8ea	c2339306c30ca8ea
9	121	gqa2	1	1	2048	3	1	0	0	70656	230532	83e3157fd2ad45b6	83e3157fd2ad45b6	83e3157fd2ad45b6
9	122	gqa2	2	1	2048	3	1	0	0	72704	240474	e7de115df01054ee	e7de115df01054ee	e7de115df01054ee
9	123	gqa2	4	1	2048	3	1	0	0	74752	388638	7c96c49e23e02d90	7c96c49e23e02d90	7c96c49e23e02d90
9	124	gqa2	8	1	2048	3	1	0	0	78848	680384	74de262ef0b454b4	74de262ef0b454b4	74de262ef0b454b4
9	125	gqa2	16	1	2048	3	1	0	0	87040	1249632	47b7a2eb943a54c6	47b7a2eb943a54c6	47b7a2eb943a54c6
9	126	mha4	1	1	2048	3	1	0	0	190720	453920	8f27e52c1f186721	8f27e52c1f186721	8f27e52c1f186721
9	127	mha4	2	1	2048	3	1	0	0	195328	459012	3daa5e658f576b53	3daa5e658f576b53	3daa5e658f576b53
9	128	mha4	4	1	2048	3	1	0	0	199936	725244	60a59f48e9d11595	60a59f48e9d11595	60a59f48e9d11595
9	129	mha4	8	1	2048	3	1	0	0	209152	1256664	c53035d8aaabdd6a	c53035d8aaabdd6a	c53035d8aaabdd6a
9	130	mha4	16	1	2048	3	1	0	0	227584	2315408	4139e4e8e31932d4	4139e4e8e31932d4	4139e4e8e31932d4
9	131	gqa2	1	1	2048	512	1	0	0	70656	230532	1c4c7a8e3e7119a3	1c4c7a8e3e7119a3	1c4c7a8e3e7119a3
9	132	gqa2	2	1	2048	512	1	0	0	72704	240474	1171513bc9bb105f	1171513bc9bb105f	1171513bc9bb105f
9	133	gqa2	4	1	2048	512	1	0	0	74752	388638	219a13e8664957b5	219a13e8664957b5	219a13e8664957b5
9	134	gqa2	8	1	2048	512	1	0	0	78848	680384	18fa78adc120b7a8	18fa78adc120b7a8	18fa78adc120b7a8
9	135	gqa2	16	1	2048	512	1	0	0	87040	1249632	60a3dfcd946d267b	60a3dfcd946d267b	60a3dfcd946d267b
9	136	mha4	1	1	2048	512	1	0	0	190720	453920	461a46d5b7dd43f0	461a46d5b7dd43f0	461a46d5b7dd43f0
9	137	mha4	2	1	2048	512	1	0	0	195328	459012	aa59018cea157267	aa59018cea157267	aa59018cea157267
9	138	mha4	4	1	2048	512	1	0	0	199936	725244	9d8982ed4275c8f9	9d8982ed4275c8f9	9d8982ed4275c8f9
9	139	mha4	8	1	2048	512	1	0	0	209152	1256664	6b3c1c3286db85d7	6b3c1c3286db85d7	6b3c1c3286db85d7
9	140	mha4	16	1	2048	512	1	0	0	227584	2315408	935b7dc896bdeb49	935b7dc896bdeb49	935b7dc896bdeb49
9	141	gqa2	1	1	1	0	1	0	0	98	119	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
9	142	gqa2	2	1	1	0	1	0	0	226	257	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
9	143	gqa2	4	1	1	0	1	0	0	354	465	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
9	144	gqa2	8	1	1	0	1	0	0	610	881	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
9	145	gqa2	16	1	1	0	1	0	0	1122	1713	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
9	146	mha4	1	1	1	0	1	0	0	236	257	81489bf11a6ef144	81489bf11a6ef144	81489bf11a6ef144
9	147	mha4	2	1	1	0	1	0	0	524	565	81489bf11a6ef144	81489bf11a6ef144	81489bf11a6ef144
9	148	mha4	4	1	1	0	1	0	0	812	1013	81489bf11a6ef144	81489bf11a6ef144	81489bf11a6ef144
9	149	mha4	8	1	1	0	1	0	0	1388	1909	658593a9c69ca76d	658593a9c69ca76d	658593a9c69ca76d
10	0	gqa2	1	1	1	3	1	0	0	98	119	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
10	1	gqa2	2	1	1	3	1	0	0	226	257	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
10	2	gqa2	4	1	1	3	1	0	0	354	465	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
10	3	gqa2	8	1	1	3	1	0	0	610	881	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
10	4	gqa2	16	1	1	3	1	0	0	1122	1713	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
10	5	mha4	1	1	1	3	1	0	0	236	257	d032851805c78718	d032851805c78718	d032851805c78718
10	6	mha4	2	1	1	3	1	0	0	524	565	cf48eed071ee02fd	cf48eed071ee02fd	cf48eed071ee02fd
10	7	mha4	4	1	1	3	1	0	0	812	1013	f25a26faffe0527b	f25a26faffe0527b	f25a26faffe0527b
10	8	mha4	8	1	1	3	1	0	0	1388	1909	f25a26faffe0527b	f25a26faffe0527b	f25a26faffe0527b
10	9	mha4	16	1	1	3	1	0	0	2540	3701	f25a26faffe0527b	f25a26faffe0527b	f25a26faffe0527b
10	10	gqa2	1	1	1	512	1	0	0	98	119	e3804e1c16ef73fc	e3804e1c16ef73fc	e3804e1c16ef73fc
10	11	gqa2	2	1	1	512	1	0	0	226	257	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
10	12	gqa2	4	1	1	512	1	0	0	354	465	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
10	13	gqa2	8	1	1	512	1	0	0	610	881	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
10	14	gqa2	16	1	1	512	1	0	0	1122	1713	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
10	15	mha4	1	1	1	512	1	0	0	236	257	945668ee633ad213	945668ee633ad213	945668ee633ad213
10	16	mha4	2	1	1	512	1	0	0	524	565	aad0f8a388c46dba	aad0f8a388c46dba	aad0f8a388c46dba
10	17	mha4	4	1	1	512	1	0	0	812	1013	aad0f8a388c46dba	aad0f8a388c46dba	aad0f8a388c46dba
10	18	mha4	8	1	1	512	1	0	0	1388	1909	aad0f8a388c46dba	aad0f8a388c46dba	aad0f8a388c46dba
10	19	mha4	16	1	1	512	1	0	0	2540	3701	209e56be7cf744a3	209e56be7cf744a3	209e56be7cf744a3
10	20	gqa2	1	1	4	0	1	0	0	200	500	1dd6f13109b55729	1dd6f13109b55729	1dd6f13109b55729
10	21	gqa2	2	1	4	0	1	0	0	328	638	31afc8ce97f5f040	31afc8ce97f5f040	31afc8ce97f5f040
10	22	gqa2	4	1	4	0	1	0	0	456	1038	4faedf01ecd53c82	4faedf01ecd53c82	4faedf01ecd53c82
10	23	gqa2	8	1	4	0	1	0	0	712	1838	8383bcce07f9cfe7	8383bcce07f9cfe7	8383bcce07f9cfe7
10	24	gqa2	16	1	4	0	1	0	0	1224	3438	541ba7feb0621546	541ba7feb0621546	541ba7feb0621546
10	25	mha4	1	1	4	0	1	0	0	512	1076	88b4c3331d5fa753	88b4c3331d5fa753	88b4c3331d5fa753
10	26	mha4	2	1	4	0	1	0	0	800	1384	d0975bc299de8b08	d0975bc299de8b08	d0975bc299de8b08
10	27	mha4	4	1	4	0	1	0	0	1088	2216	797b0304b8ac5fa2	797b0304b8ac5fa2	797b0304b8ac5fa2
10	28	mha4	8	1	4	0	1	0	0	1664	3880	614cbecfc0802cea	614cbecfc0802cea	614cbecfc0802cea
10	29	mha4	16	1	4	0	1	0	0	2816	7208	ea48a95096d5ceb6	ea48a95096d5ceb6	ea48a95096d5ceb6
10	30	gqa2	1	1	4	3	1	0	0	200	500	4c544373c0add101	4c544373c0add101	4c544373c0add101
10	31	gqa2	2	1	4	3	1	0	0	328	638	7115cc23cbbae9c8	7115cc23cbbae9c8	7115cc23cbbae9c8
10	32	gqa2	4	1	4	3	1	0	0	456	1038	50f243d42e025b16	50f243d42e025b16	50f243d42e025b16
10	33	gqa2	8	1	4	3	1	0	0	712	1838	50f243d42e025b16	50f243d42e025b16	50f243d42e025b16
10	34	gqa2	16	1	4	3	1	0	0	1224	3438	50f243d42e025b16	50f243d42e025b16	50f243d42e025b16
10	35	mha4	1	1	4	3	1	0	0	512	1076	9f91d43bd2f0b35f	9f91d43bd2f0b35f	9f91d43bd2f0b35f
10	36	mha4	2	1	4	3	1	0	0	800	1384	4a8110e1cfa2bcff	4a8110e1cfa2bcff	4a8110e1cfa2bcff
10	37	mha4	4	1	4	3	1	0	0	1088	2216	54d457de7bdd96d5	54d457de7bdd96d5	54d457de7bdd96d5
10	38	mha4	8	1	4	3	1	0	0	1664	3880	f3a0c86b868be25f	f3a0c86b868be25f	f3a0c86b868be25f
10	39	mha4	16	1	4	3	1	0	0	2816	7208	2534c408bc36998b	2534c408bc36998b	2534c408bc36998b
10	40	gqa2	1	1	4	512	1	0	0	200	500	d62a9f9aeb21651d	d62a9f9aeb21651d	d62a9f9aeb21651d
10	41	gqa2	2	1	4	512	1	0	0	328	638	8597c6eee9f25ac5	8597c6eee9f25ac5	8597c6eee9f25ac5
10	42	gqa2	4	1	4	512	1	0	0	456	1038	8597c6eee9f25ac5	8597c6eee9f25ac5	8597c6eee9f25ac5
10	43	gqa2	8	1	4	512	1	0	0	712	1838	8597c6eee9f25ac5	8597c6eee9f25ac5	8597c6eee9f25ac5
10	44	gqa2	16	1	4	512	1	0	0	1224	3438	b5e535d4fb302065	b5e535d4fb302065	b5e535d4fb302065
10	45	mha4	1	1	4	512	1	0	0	512	1076	24d954801baa8262	24d954801baa8262	24d954801baa8262
10	46	mha4	2	1	4	512	1	0	0	800	1384	ce3a3b0d25231c2e	ce3a3b0d25231c2e	ce3a3b0d25231c2e
10	47	mha4	4	1	4	512	1	0	0	1088	2216	a09acc9b630fa3dd	a09acc9b630fa3dd	a09acc9b630fa3dd
10	48	mha4	8	1	4	512	1	0	0	1664	3880	1d82e34aeeae7264	1d82e34aeeae7264	1d82e34aeeae7264
